AREA_NAME,YEAR,GROUP_NAME,SUB_GROUP_NAME,VICTIMS_ABOVE_50_YRS,VICTIMS_TOTAL,VICTIMS_UPTO_10_15_YRS,VICTIMS_UPTO_10_YRS,VICTIMS_UPTO_15_18_YRS,VICTIMS_UPTO_18_30_YRS,VICTIMS_UPTO_30_50_YRS
Meghalaya,2007,Murder - Total Victims,3. Total,9.0,114,3.0,2.0,7.0,39.0,54.0
Mizoram,2007,Murder - Total Victims,3. Total,2.0,43,1.0,0.0,2.0,26.0,12.0
Nagaland,2007,Murder - Total Victims,3. Total,3.0,118,0.0,1.0,2.0,51.0,61.0
Odisha,2007,Murder - Total Victims,3. Total,44.0,1235,12.0,6.0,15.0,637.0,521.0
Puducherry,2007,Murder - Total Victims,3. Total,3.0,35,,2.0,1.0,21.0,8.0
Punjab,2007,Murder - Total Victims,3. Total,85.0,826,13.0,10.0,10.0,386.0,322.0
Rajasthan,2007,Murder - Total Victims,3. Total,128.0,1359,29.0,28.0,32.0,536.0,606.0
Sikkim,2007,Murder - Total Victims,3. Total,1.0,9,1.0,,,5.0,2.0
Tamil Nadu,2007,Murder - Total Victims,3. Total,314.0,1711,14.0,49.0,5.0,607.0,722.0
Tripura,2007,Murder - Total Victims,3. Total,25.0,150,4.0,3.0,4.0,52.0,62.0
Uttar Pradesh,2007,Murder - Total Victims,3. Total,446.0,5182,160.0,61.0,176.0,2432.0,1907.0
Uttarakhand,2007,Murder - Total Victims,3. Total,25.0,268,4.0,5.0,5.0,164.0,65.0
West Bengal,2007,Murder - Total Victims,3. Total,78.0,1653,2.0,8.0,5.0,968.0,592.0
Andaman & Nicobar Islands,2008,Murder - Total Victims,3. Total,2.0,8,2.0,,,2.0,2.0
Andhra Pradesh,2008,Murder - Total Victims,3. Total,303.0,2762,21.0,36.0,64.0,1266.0,1072.0
Arunachal Pradesh,2008,Murder - Total Victims,3. Total,2.0,72,0.0,0.0,0.0,40.0,30.0
Assam,2008,Murder - Total Victims,3. Total,55.0,1426,1.0,0.0,0.0,851.0,519.0
Bihar,2008,Murder - Total Victims,3. Total,114.0,3139,19.0,37.0,60.0,1837.0,1072.0
Chandigarh,2008,Murder - Total Victims,3. Total,2.0,17,0.0,0.0,0.0,10.0,5.0
Chhattisgarh,2008,Murder - Total Victims,3. Total,152.0,1169,19.0,23.0,56.0,411.0,508.0
Dadra & Nagar Haveli,2008,Murder - Total Victims,3. Total,3.0,9,1.0,,,,5.0
Daman & Diu,2008,Murder - Total Victims,3. Total,0.0,2,0.0,0.0,,0.0,2.0
Delhi,2008,Murder - Total Victims,3. Total,43.0,589,9.0,25.0,17.0,202.0,293.0
Goa,2008,Murder - Total Victims,3. Total,11.0,53,1.0,2.0,0.0,18.0,21.0
Gujarat,2008,Murder - Total Victims,3. Total,107.0,1145,9.0,47.0,10.0,449.0,523.0
Haryana,2008,Murder - Total Victims,3. Total,112.0,970,11.0,7.0,13.0,404.0,423.0
Himachal Pradesh,2008,Murder - Total Victims,3. Total,14.0,130,3.0,4.0,7.0,37.0,65.0
Jammu & Kashmir,2008,Murder - Total Victims,3. Total,18.0,266,0.0,0.0,0.0,107.0,141.0
Jharkhand,2008,Murder - Total Victims,3. Total,98.0,1697,0.0,4.0,7.0,841.0,747.0
Karnataka,2008,Murder - Total Victims,3. Total,172.0,1800,28.0,107.0,32.0,700.0,761.0
Kerala,2008,Murder - Total Victims,3. Total,77.0,379,10.0,39.0,,86.0,167.0
Lakshadweep,2008,Murder - Total Victims,3. Total,,1,,,,,1.0
Madhya Pradesh,2008,Murder - Total Victims,3. Total,312.0,2351,68.0,22.0,17.0,930.0,1002.0
Maharashtra,2008,Murder - Total Victims,3. Total,335.0,2976,43.0,116.0,41.0,1241.0,1200.0
Manipur,2008,Murder - Total Victims,3. Total,12.0,268,4.0,5.0,3.0,141.0,103.0
Meghalaya,2008,Murder - Total Victims,3. Total,9.0,126,0.0,0.0,0.0,65.0,52.0
Mizoram,2008,Murder - Total Victims,3. Total,0.0,35,0.0,0.0,0.0,24.0,11.0
Nagaland,2008,Murder - Total Victims,3. Total,3.0,147,0.0,0.0,0.0,86.0,58.0
Odisha,2008,Murder - Total Victims,3. Total,98.0,1250,4.0,6.0,3.0,533.0,606.0
Puducherry,2008,Murder - Total Victims,3. Total,5.0,35,,1.0,,17.0,12.0
Punjab,2008,Murder - Total Victims,3. Total,83.0,815,9.0,10.0,13.0,386.0,314.0
Rajasthan,2008,Murder - Total Victims,3. Total,131.0,1320,24.0,21.0,48.0,527.0,569.0
Sikkim,2008,Murder - Total Victims,3. Total,,9,,,2.0,4.0,3.0
Tamil Nadu,2008,Murder - Total Victims,3. Total,327.0,1824,8.0,88.0,4.0,597.0,800.0
Tripura,2008,Murder - Total Victims,3. Total,17.0,166,9.0,7.0,4.0,57.0,72.0
Uttar Pradesh,2008,Murder - Total Victims,3. Total,396.0,4699,124.0,60.0,192.0,2287.0,1640.0
Uttarakhand,2008,Murder - Total Victims,3. Total,28.0,261,,1.0,2.0,168.0,62.0
West Bengal,2008,Murder - Total Victims,3. Total,165.0,1811,5.0,2.0,14.0,910.0,715.0
Andaman & Nicobar Islands,2009,Murder - Total Victims,3. Total,,18,,3.0,,6.0,9.0
Andhra Pradesh,2009,Murder - Total Victims,3. Total,275.0,2475,18.0,30.0,29.0,1047.0,1076.0
Arunachal Pradesh,2009,Murder - Total Victims,3. Total,0.0,59,0.0,0.0,0.0,31.0,28.0
Assam,2009,Murder - Total Victims,3. Total,40.0,1323,0.0,0.0,4.0,846.0,433.0
Bihar,2009,Murder - Total Victims,3. Total,143.0,3179,26.0,22.0,78.0,1858.0,1052.0
Chandigarh,2009,Murder - Total Victims,3. Total,1.0,22,0.0,1.0,0.0,12.0,8.0
Chhattisgarh,2009,Murder - Total Victims,3. Total,161.0,1083,11.0,39.0,34.0,355.0,483.0
Dadra & Nagar Haveli,2009,Murder - Total Victims,3. Total,1.0,10,,1.0,,4.0,4.0
Daman & Diu,2009,Murder - Total Victims,3. Total,,5,,,,2.0,3.0
Delhi,2009,Murder - Total Victims,3. Total,41.0,571,21.0,30.0,30.0,291.0,158.0
Goa,2009,Murder - Total Victims,3. Total,6.0,57,0.0,3.0,1.0,22.0,25.0
Gujarat,2009,Murder - Total Victims,3. Total,90.0,1059,15.0,58.0,6.0,386.0,504.0
Haryana,2009,Murder - Total Victims,3. Total,98.0,1007,6.0,2.0,11.0,427.0,463.0
Himachal Pradesh,2009,Murder - Total Victims,3. Total,23.0,133,2.0,4.0,3.0,41.0,60.0
Jammu & Kashmir,2009,Murder - Total Victims,3. Total,14.0,262,0.0,1.0,3.0,124.0,120.0
Jharkhand,2009,Murder - Total Victims,3. Total,89.0,1636,2.0,4.0,5.0,728.0,808.0
Karnataka,2009,Murder - Total Victims,3. Total,187.0,1752,23.0,28.0,12.0,698.0,804.0
Kerala,2009,Murder - Total Victims,3. Total,76.0,369,11.0,42.0,6.0,80.0,154.0
Madhya Pradesh,2009,Murder - Total Victims,3. Total,334.0,2402,31.0,60.0,36.0,949.0,992.0
Maharashtra,2009,Murder - Total Victims,3. Total,320.0,2712,26.0,142.0,38.0,1171.0,1015.0
Manipur,2009,Murder - Total Victims,3. Total,18.0,174,2.0,4.0,4.0,61.0,85.0
Meghalaya,2009,Murder - Total Victims,3. Total,8.0,128,2.0,0.0,6.0,85.0,27.0
Mizoram,2009,Murder - Total Victims,3. Total,,31,0.0,,,11.0,20.0
Nagaland,2009,Murder - Total Victims,3. Total,1.0,49,0.0,0.0,0.0,30.0,18.0
Odisha,2009,Murder - Total Victims,3. Total,158.0,1266,1.0,4.0,8.0,551.0,544.0
Puducherry,2009,Murder - Total Victims,3. Total,3.0,39,,1.0,,16.0,19.0
Punjab,2009,Murder - Total Victims,3. Total,56.0,861,21.0,33.0,28.0,343.0,380.0
Rajasthan,2009,Murder - Total Victims,3. Total,159.0,1417,24.0,29.0,44.0,574.0,587.0
Sikkim,2009,Murder - Total Victims,3. Total,1.0,20,,3.0,,10.0,6.0
Tamil Nadu,2009,Murder - Total Victims,3. Total,339.0,1857,14.0,81.0,10.0,578.0,835.0
Tripura,2009,Murder - Total Victims,3. Total,11.0,148,5.0,10.0,3.0,56.0,63.0
Uttar Pradesh,2009,Murder - Total Victims,3. Total,435.0,4679,145.0,71.0,156.0,2259.0,1613.0
Uttarakhand,2009,Murder - Total Victims,3. Total,14.0,195,2.0,2.0,1.0,110.0,66.0
West Bengal,2009,Murder - Total Victims,3. Total,113.0,2161,8.0,5.0,10.0,1117.0,908.0
Andaman & Nicobar Islands,2010,Murder - Total Victims,3. Total,,10,,,2.0,2.0,6.0
Andhra Pradesh,2010,Murder - Total Victims,3. Total,468.0,2538,28.0,22.0,19.0,1197.0,804.0
Arunachal Pradesh,2010,Murder - Total Victims,3. Total,0.0,75,0.0,0.0,0.0,55.0,20.0
Assam,2010,Murder - Total Victims,3. Total,46.0,1223,,,10.0,763.0,404.0
Bihar,2010,Murder - Total Victims,3. Total,225.0,3362,44.0,26.0,132.0,1861.0,1074.0
Chandigarh,2010,Murder - Total Victims,3. Total,4.0,22,0.0,1.0,0.0,6.0,11.0
Chhattisgarh,2010,Murder - Total Victims,3. Total,145.0,1065,13.0,32.0,50.0,358.0,467.0
Dadra & Nagar Haveli,2010,Murder - Total Victims,3. Total,,6,,,,1.0,5.0
Daman & Diu,2010,Murder - Total Victims,3. Total,0.0,5,0.0,0.0,0.0,4.0,1.0
Delhi,2010,Murder - Total Victims,3. Total,39.0,577,11.0,10.0,18.0,293.0,206.0
Goa,2010,Murder - Total Victims,3. Total,2.0,35,0.0,0.0,1.0,14.0,18.0
Gujarat,2010,Murder - Total Victims,3. Total,110.0,1082,18.0,46.0,7.0,443.0,458.0
Haryana,2010,Murder - Total Victims,3. Total,79.0,1044,10.0,6.0,14.0,466.0,469.0
Himachal Pradesh,2010,Murder - Total Victims,3. Total,19.0,133,0.0,5.0,3.0,42.0,64.0
Jammu & Kashmir,2010,Murder - Total Victims,3. Total,22.0,235,0.0,1.0,0.0,106.0,106.0
Jharkhand,2010,Murder - Total Victims,3. Total,77.0,1752,2.0,4.0,2.0,1036.0,631.0
Karnataka,2010,Murder - Total Victims,3. Total,187.0,1878,6.0,45.0,9.0,858.0,773.0
Kerala,2010,Murder - Total Victims,3. Total,82.0,405,9.0,39.0,1.0,84.0,190.0
Madhya Pradesh,2010,Murder - Total Victims,3. Total,304.0,2441,40.0,55.0,49.0,978.0,1015.0
Maharashtra,2010,Murder - Total Victims,3. Total,322.0,2837,34.0,169.0,34.0,1222.0,1056.0
Manipur,2010,Murder - Total Victims,3. Total,9.0,101,2.0,0.0,0.0,31.0,59.0
Meghalaya,2010,Murder - Total Victims,3. Total,10.0,137,0.0,1.0,1.0,69.0,56.0
Mizoram,2010,Murder - Total Victims,3. Total,9.0,48,0.0,0.0,2.0,8.0,29.0
Nagaland,2010,Murder - Total Victims,3. Total,10.0,47,0.0,0.0,0.0,20.0,17.0
Odisha,2010,Murder - Total Victims,3. Total,104.0,1319,0.0,10.0,2.0,566.0,637.0
Puducherry,2010,Murder - Total Victims,3. Total,8.0,34,,,,13.0,13.0
Punjab,2010,Murder - Total Victims,3. Total,86.0,945,9.0,21.0,18.0,384.0,427.0
Rajasthan,2010,Murder - Total Victims,3. Total,135.0,1421,22.0,29.0,42.0,567.0,626.0
Sikkim,2010,Murder - Total Victims,3. Total,3.0,17,1.0,2.0,,4.0,7.0
Tamil Nadu,2010,Murder - Total Victims,3. Total,327.0,1908,13.0,63.0,16.0,650.0,839.0
Tripura,2010,Murder - Total Victims,3. Total,24.0,159,2.0,0.0,0.0,60.0,73.0
Uttar Pradesh,2010,Murder - Total Victims,3. Total,344.0,4456,82.0,138.0,126.0,2358.0,1408.0
Uttarakhand,2010,Murder - Total Victims,3. Total,19.0,176,1.0,,2.0,91.0,63.0
West Bengal,2010,Murder - Total Victims,3. Total,120.0,2415,8.0,2.0,6.0,1177.0,1102.0
