AREA_NAME,YEAR,GROUP_NAME,SUB_GROUP_NAME,AUTO_THEFT_COORDINATED_TRACED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
Chhattisgarh,2005,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2005,AT3-Buses,3. Buses,,4.0,7
Gujarat,2005,AT3-Buses,3. Buses,0.0,24.0,55
Haryana,2005,AT3-Buses,3. Buses,0.0,9.0,13
Himachal Pradesh,2005,AT3-Buses,3. Buses,0.0,1.0,1
Jammu & Kashmir,2005,AT3-Buses,3. Buses,0.0,0.0,0
Jharkhand,2005,AT3-Buses,3. Buses,0.0,0.0,2
Karnataka,2005,AT3-Buses,3. Buses,0.0,2.0,4
Kerala,2005,AT3-Buses,3. Buses,,11.0,24
Madhya Pradesh,2005,AT3-Buses,3. Buses,0.0,0.0,0
Maharashtra,2005,AT3-Buses,3. Buses,3.0,10.0,13
Manipur,2005,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2005,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2005,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2005,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2005,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2005,AT3-Buses,3. Buses,0.0,5.0,4
Rajasthan,2005,AT3-Buses,3. Buses,,11.0,25
Tamil Nadu,2005,AT3-Buses,3. Buses,1.0,1.0,1
Uttar Pradesh,2005,AT3-Buses,3. Buses,0.0,30.0,72
West Bengal,2005,AT3-Buses,3. Buses,0.0,0.0,0
Andhra Pradesh,2006,AT3-Buses,3. Buses,2.0,14.0,24
Arunachal Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2006,AT3-Buses,3. Buses,0.0,4.0,4
Bihar,2006,AT3-Buses,3. Buses,0.0,0.0,2
Chandigarh,2006,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2006,AT3-Buses,3. Buses,0.0,18.0,28
Delhi,2006,AT3-Buses,3. Buses,,1.0,5
Gujarat,2006,AT3-Buses,3. Buses,1.0,3.0,8
Haryana,2006,AT3-Buses,3. Buses,,10.0,14
Himachal Pradesh,2006,AT3-Buses,3. Buses,3.0,3.0,3
Jammu & Kashmir,2006,AT3-Buses,3. Buses,0.0,0.0,0
Jharkhand,2006,AT3-Buses,3. Buses,0.0,0.0,1
Karnataka,2006,AT3-Buses,3. Buses,0.0,4.0,15
Kerala,2006,AT3-Buses,3. Buses,,6.0,15
Madhya Pradesh,2006,AT3-Buses,3. Buses,0.0,0.0,0
Maharashtra,2006,AT3-Buses,3. Buses,7.0,20.0,46
Manipur,2006,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2006,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2006,AT3-Buses,3. Buses,0.0,1.0,1
Nagaland,2006,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2006,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2006,AT3-Buses,3. Buses,,2.0,2
Rajasthan,2006,AT3-Buses,3. Buses,,12.0,24
Uttar Pradesh,2006,AT3-Buses,3. Buses,0.0,36.0,68
West Bengal,2006,AT3-Buses,3. Buses,0.0,0.0,1
Andhra Pradesh,2007,AT3-Buses,3. Buses,0.0,2.0,2
Arunachal Pradesh,2007,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2007,AT3-Buses,3. Buses,0.0,6.0,8
Bihar,2007,AT3-Buses,3. Buses,0.0,0.0,0
Chandigarh,2007,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2007,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2007,AT3-Buses,3. Buses,,2.0,10
Gujarat,2007,AT3-Buses,3. Buses,5.0,10.0,22
Haryana,2007,AT3-Buses,3. Buses,2.0,5.0,7
Himachal Pradesh,2007,AT3-Buses,3. Buses,2.0,9.0,17
Jammu & Kashmir,2007,AT3-Buses,3. Buses,0.0,2.0,5
Karnataka,2007,AT3-Buses,3. Buses,1.0,13.0,25
Kerala,2007,AT3-Buses,3. Buses,,7.0,10
Madhya Pradesh,2007,AT3-Buses,3. Buses,8.0,19.0,24
Maharashtra,2007,AT3-Buses,3. Buses,1.0,7.0,28
Manipur,2007,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2007,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2007,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2007,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2007,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2007,AT3-Buses,3. Buses,2.0,4.0,5
Rajasthan,2007,AT3-Buses,3. Buses,,11.0,13
Tamil Nadu,2007,AT3-Buses,3. Buses,2.0,3.0,3
Uttar Pradesh,2007,AT3-Buses,3. Buses,,23.0,51
West Bengal,2007,AT3-Buses,3. Buses,0.0,2.0,2
Andaman & Nicobar Islands,2008,AT3-Buses,3. Buses,,1.0,1
Andhra Pradesh,2008,AT3-Buses,3. Buses,0.0,3.0,3
Arunachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2008,AT3-Buses,3. Buses,0.0,2.0,4
Bihar,2008,AT3-Buses,3. Buses,0.0,0.0,2
Chandigarh,2008,AT3-Buses,3. Buses,0.0,0.0,1
Chhattisgarh,2008,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2008,AT3-Buses,3. Buses,,1.0,8
Goa,2008,AT3-Buses,3. Buses,,1.0,1
Gujarat,2008,AT3-Buses,3. Buses,8.0,10.0,21
Haryana,2008,AT3-Buses,3. Buses,1.0,7.0,8
Himachal Pradesh,2008,AT3-Buses,3. Buses,0.0,0.0,0
Jammu & Kashmir,2008,AT3-Buses,3. Buses,0.0,0.0,0
Jharkhand,2008,AT3-Buses,3. Buses,,,1
Karnataka,2008,AT3-Buses,3. Buses,1.0,3.0,4
Kerala,2008,AT3-Buses,3. Buses,,3.0,5
Maharashtra,2008,AT3-Buses,3. Buses,2.0,3.0,22
Manipur,2008,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2008,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2008,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2008,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2008,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2008,AT3-Buses,3. Buses,,4.0,2
Rajasthan,2008,AT3-Buses,3. Buses,4.0,44.0,97
Tamil Nadu,2008,AT3-Buses,3. Buses,0.0,0.0,0
Uttar Pradesh,2008,AT3-Buses,3. Buses,,9.0,17
West Bengal,2008,AT3-Buses,3. Buses,0.0,0.0,0
Andhra Pradesh,2009,AT3-Buses,3. Buses,0.0,1.0,1
Arunachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2009,AT3-Buses,3. Buses,0.0,3.0,3
Bihar,2009,AT3-Buses,3. Buses,0.0,0.0,1
Chandigarh,2009,AT3-Buses,3. Buses,0.0,0.0,1
Chhattisgarh,2009,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2009,AT3-Buses,3. Buses,1.0,,13
Goa,2009,AT3-Buses,3. Buses,1.0,,1
Gujarat,2009,AT3-Buses,3. Buses,3.0,6.0,11
Haryana,2009,AT3-Buses,3. Buses,1.0,6.0,6
Himachal Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
Jammu & Kashmir,2009,AT3-Buses,3. Buses,0.0,0.0,0
Jharkhand,2009,AT3-Buses,3. Buses,,,1
Karnataka,2009,AT3-Buses,3. Buses,1.0,0.0,5
Kerala,2009,AT3-Buses,3. Buses,0.0,3.0,3
Madhya Pradesh,2009,AT3-Buses,3. Buses,0.0,0.0,0
Maharashtra,2009,AT3-Buses,3. Buses,2.0,6.0,10
Manipur,2009,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2009,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2009,AT3-Buses,3. Buses,0.0,0.0,0
Punjab,2009,AT3-Buses,3. Buses,,1.0,1
Rajasthan,2009,AT3-Buses,3. Buses,,4.0,5
Tamil Nadu,2009,AT3-Buses,3. Buses,4.0,4.0,4
Tripura,2009,AT3-Buses,3. Buses,0.0,1.0,1
Uttar Pradesh,2009,AT3-Buses,3. Buses,,6.0,20
West Bengal,2009,AT3-Buses,3. Buses,0.0,1.0,1
Andhra Pradesh,2010,AT3-Buses,3. Buses,6.0,49.0,65
Arunachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0
Assam,2010,AT3-Buses,3. Buses,0.0,2.0,2
Chandigarh,2010,AT3-Buses,3. Buses,0.0,0.0,0
Chhattisgarh,2010,AT3-Buses,3. Buses,0.0,0.0,0
Delhi,2010,AT3-Buses,3. Buses,,1.0,6
Gujarat,2010,AT3-Buses,3. Buses,0.0,0.0,1
Haryana,2010,AT3-Buses,3. Buses,1.0,3.0,9
Himachal Pradesh,2010,AT3-Buses,3. Buses,0.0,0.0,0
Jammu & Kashmir,2010,AT3-Buses,3. Buses,0.0,4.0,5
Jharkhand,2010,AT3-Buses,3. Buses,0.0,0.0,0
Karnataka,2010,AT3-Buses,3. Buses,0.0,1.0,1
Kerala,2010,AT3-Buses,3. Buses,0.0,0.0,0
Maharashtra,2010,AT3-Buses,3. Buses,3.0,6.0,11
Manipur,2010,AT3-Buses,3. Buses,0.0,0.0,0
Meghalaya,2010,AT3-Buses,3. Buses,0.0,0.0,0
Mizoram,2010,AT3-Buses,3. Buses,0.0,0.0,0
Nagaland,2010,AT3-Buses,3. Buses,0.0,0.0,0
Odisha,2010,AT3-Buses,3. Buses,0.0,1.0,0
Punjab,2010,AT3-Buses,3. Buses,1.0,6.0,8
Rajasthan,2010,AT3-Buses,3. Buses,1.0,9.0,26
Tamil Nadu,2010,AT3-Buses,3. Buses,1.0,1.0,1
Uttar Pradesh,2010,AT3-Buses,3. Buses,0.0,5.0,10
Uttarakhand,2010,AT3-Buses,3. Buses,,1.0,1
West Bengal,2010,AT3-Buses,3. Buses,0.0,1.0,1
Andhra Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1
Arunachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Assam,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Bihar,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,7
Chandigarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7
Chhattisgarh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,8.0,8
Delhi,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,33.0,122
Goa,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,3
Gujarat,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,29.0,53
Haryana,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,57.0,71
Himachal Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,6.0,10
Jammu & Kashmir,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Jharkhand,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,2.0,8
Karnataka,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,23.0,65
Kerala,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,20.0,58
Madhya Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,19
Maharashtra,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),47.0,123.0,263
Meghalaya,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,8
Mizoram,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1
Nagaland,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Odisha,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6
Punjab,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,32.0,83
Rajasthan,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9.0,35.0,71
Tamil Nadu,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,18.0,22
Uttar Pradesh,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,11.0,29
Uttarakhand,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3.0,5
West Bengal,2001,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,2
Andhra Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,7
Assam,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Bihar,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,8.0,9
Chandigarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3
Chhattisgarh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,3
Daman & Diu,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Delhi,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19.0,94.0,227
Goa,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4
Gujarat,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,17.0,45
Haryana,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,83.0,106
Himachal Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,12.0,20
Jammu & Kashmir,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,13.0,26
Karnataka,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7.0,23.0,40
Kerala,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,7.0,18
Madhya Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Maharashtra,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18.0,107.0,184
Meghalaya,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2
Nagaland,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,3
Odisha,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Punjab,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),41.0,51.0,80
Rajasthan,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,38.0,55
Tamil Nadu,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,15.0,20
Uttar Pradesh,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,27.0,44
West Bengal,2002,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,4.0,37
Andhra Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,9.0,17
Arunachal Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Assam,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Bihar,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,7
Chandigarh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6
Chhattisgarh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,2
Daman & Diu,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Delhi,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),14.0,25.0,113
Goa,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2
Gujarat,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),22.0,26.0,49
Haryana,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),15.0,107.0,139
Himachal Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,29.0,43
Jammu & Kashmir,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Jharkhand,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Karnataka,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,26.0,47
Kerala,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,20
Madhya Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,8.0,12
Maharashtra,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),29.0,126.0,220
Meghalaya,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,1
Nagaland,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1
Odisha,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,4.0,4
Puducherry,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,1.0,2
Punjab,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),37.0,56.0,92
Rajasthan,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,18.0,46
Tamil Nadu,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18.0,36.0,36
Uttar Pradesh,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,20.0,34
Uttarakhand,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,2
West Bengal,2003,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4.0,7.0,17
Andhra Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,16
Arunachal Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Assam,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,2
Bihar,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,7.0,16
Chandigarh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7
Chhattisgarh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Delhi,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),31.0,152.0,264
Goa,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,3
Gujarat,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16.0,22.0,44
Haryana,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,180.0,288
Himachal Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,11
Jammu & Kashmir,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1.0,1
Karnataka,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,21.0,52
Kerala,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,16.0,42
Madhya Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3.0,44.0,69
Maharashtra,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),30.0,141.0,250
Manipur,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1
Meghalaya,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,7
Mizoram,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Nagaland,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,1.0,1
Odisha,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Puducherry,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,2
Punjab,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11.0,31.0,59
Rajasthan,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,30.0,60
Tamil Nadu,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),25.0,25.0,29
Tripura,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2.0,4
Uttar Pradesh,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,24.0,60
Uttarakhand,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,2
West Bengal,2004,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,2.0,7
Andhra Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,32.0,60
Arunachal Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Assam,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,5.0,134
Bihar,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,6
Chandigarh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,4
Chhattisgarh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,0.0,0
Dadra & Nagar Haveli,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,5.0,5
Delhi,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),10.0,52.0,251
Goa,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,3.0,6
Gujarat,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),15.0,13.0,35
Haryana,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,112.0,192
Himachal Pradesh,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,13.0,23
Jammu & Kashmir,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0.0,4.0,6
Jharkhand,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1.0,1.0,8
Karnataka,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5.0,26.0,70
Kerala,2005,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2.0,22.0,73
